Accession,sepal,petal,stamen,carpel,silique,embryo,seed,seed imbibed,pollen,node,internode,cauline leaf,leaf distal,leaf proximal,leaf petiole,senescent leaf,root,flower pedicle,flower,silique septum,silique valves,egg like callus,callus,cell culture early,cell culture late,cotelydons,hypocotyl,root tip,root upper zone,shoot tip
AT1G06690.1,0.8704361807209192,0.3560406949646349,0.13086545563983118,-0.29363980949887775,-0.035424352169300684,0.07150666856535107,-0.3049530073543814,-0.8957954158581029,-3.128376908974431,0.19850796499344622,0.3197816591599686,1.0833515110726046,0.9427649101067292,0.9002575809258012,0.5466136429405987,0.7129034507497288,-0.9369773494743692,0.7704634867007407,0.03467960609011518,0.47665169134882646,0.8667913429181003,-1.3160878165234233,-1.6398630187478633,-0.9710589497085202,-0.7624984904978653,1.3460638462108556,0.9966801082549223,-0.7956333796144017,-0.6560408253220236,1.1119895223804686
AT1G17420.1,0.9439563815243908,0.6215333330733627,0.5405565134966457,0.49613316874164376,0.37496133365039763,0.681489315854589,0.2453500985649023,0.05752598785445711,-0.10794838258492066,0.018366481541675608,-0.06262759652173644,0.09287136860746602,0.34827971321868284,0.11416834119008935,0.1808723922693751,0.4891607401165389,-3.3660917934524557,0.7559942029203789,0.4414927998627257,0.6305077461551811,0.8837760384161188,-0.3788375897622746,-3.3660917934524557,-0.24995121111800322,-0.3812537778996878,0.7544581976044521,-0.5679043115148179,0.09552917555861992,-0.4477162101652322,0.16143933624989867
AT1G28150.1,0.5531844305932133,0.02205206288316609,0.030477742391236448,-0.13365449442596772,0.0016956211916692259,0.1456511641468816,0.28486585809888726,0.6710316013127529,-5.097480680134941,0.512718700475789,0.05885543097441645,0.4226425694148483,0.23864819743728702,0.1529309512418539,0.22256076669654526,0.4519639341029315,0.09806292628530199,0.19699163794938845,0.05892283641048085,0.17800577345787097,0.6201180286053213,0.2843715515677467,0.06231557669239713,-0.18020918226789076,0.375481232648344,0.4098804735199584,0.08345841513798109,-0.44389924815245074,-0.47295099109627636,0.19130711284127686
AT1G32220.1,0.9912852821274721,0.5180527722568384,0.09559859572421413,-0.9897882793757633,-0.7158966559228617,0.060987892104673674,0.38404108592373926,0.3524842679176869,-0.753920525816302,-0.24637671287646917,0.054281319777010506,1.3029013749234706,0.8026629354119837,1.1470933285254725,-0.2800293347349152,1.550206229505999,-1.2878115871862348,0.35074774472570286,-0.03709572818738107,0.9460159189157542,1.1502070942490288,-1.356194672884358,-0.7639205041977263,-1.423978957481796,-0.7021841107171961,1.3409252448169109,0.5070947121143197,-2.1040373675287145,-1.7457746689894258,0.8524233068788325
AT1G52590.1,0.5699546218028497,-0.00333777168641234,0.29855855645674145,-1.8990247695536984,0.3882811007438433,-1.8990247695536984,0.7372896429343888,0.09241729690298334,-1.8990247695536984,0.46163929739002135,0.3556649525571874,0.6585291857189925,0.8651656524915957,0.8082168223244186,0.7790221058316007,0.7549595368795405,0.0692325952934212,0.46904489625365814,-0.0039342712909300115,0.5415927538144534,0.6129813762947703,-1.8990247695536984,0.14322105567267485,0.2783788622888068,0.1595291297660028,0.8888343066104837,0.6740719395650148,-1.8990247695536984,-1.8990247695536984,0.7948349727060839
AT1G54570.1,2.1982754288920523,2.121482129182072,1.7146243127786613,-0.45119817685896757,-0.6486292454857824,0.16880557168625923,0.07404494469079421,0.03528161468712266,-1.6269842650514474,-0.7907963774181705,-0.6062514968736593,-0.33564154714531796,-0.7454851876165799,-0.9159390738759716,-0.7883867650125369,1.5885387245099585,-0.5053620731073428,-0.044916572117773924,1.1756044942140793,1.1280932235203878,1.392941056626562,-0.744018467021846,-0.7855580895798356,-0.8984955753743205,-0.12867679465273685,-0.11584298944881652,-0.05183111206437375,-0.5938891375751898,-0.7441232327786125,-0.07566532172879432
AT1G73750.1,0.7817250891421372,0.34367552367740534,0.41174822667017635,-2.11816255928094,-2.11816255928094,0.502298101608755,0.38028256071328753,0.16061659082557386,0.14030045707001254,0.5516932602429653,0.550778974854784,0.7611358571537428,0.40044433459811685,0.5752034559390558,0.37480872222041,0.8182371354883385,-2.11816255928094,-0.14527717762022538,0.4241563855097798,0.8121458575125331,1.0571743415451205,-2.11816255928094,-2.11816255928094,0.2227998710581119,0.1205898889611694,0.5339893704536365,0.283748272324795,-0.21063077212087278,0.292344929740941,0.44682353883494974
AT1G78140.1,0.6506926934502323,0.038032191846464204,0.2843169668132488,-1.261811654887637,-1.2644562325924027,0.41776642637674766,0.22884864469793184,0.5296524061937051,-0.17522926665313088,0.032539607382723386,0.06400330110094568,0.9204396193362077,0.7111789322361284,0.9552259876065718,0.49703594783494237,1.2628785272608363,-0.8250494754930766,-0.35872227355294084,-0.43690684005533725,1.1774383244915243,1.2771185610557223,-0.6234512827683395,-1.0419048472837606,-2.2394916894336383,-1.885321706049412,1.1496363537491285,1.3232291466772574,-1.4910761989852954,-0.7619186590024174,0.8453064886470011
AT2G34460.1,0.9218228258574184,-0.11046599568784544,-0.003909578782793957,-0.7532402826455652,-0.4535738928776946,-0.1875123095012582,0.8710390918289066,0.6983085043547296,-1.354832208829468,0.18571754299743928,0.4732410195314302,1.161057042786911,0.97274775655144,1.0160010017527388,0.7072509598370448,1.238244553265835,-0.9586814309629437,0.3853696280288986,-0.28234940316896145,0.8754632540148934,0.97274775655144,-1.8609751891284596,-0.9648470186902243,-1.6735130828860498,-1.1502382405051506,1.1863783114684125,0.5196947224842934,-1.5863006091558993,-1.5844179869490957,0.7397732584595663
AT2G35490.1,0.9754129429513531,-0.19292592725376895,0.2126265768030588,-0.4572053287350455,-0.5194450428520113,-0.052021107010269976,0.17322036727338178,0.34292486588343085,-2.553468362781056,0.21557283545948425,-0.008121853029545635,1.1169806713925485,0.6868269075545763,0.6817446113722455,0.27052055940180075,1.2955976024382845,-1.3719449850884309,0.2476870548145094,-0.10881024261285012,0.927683552717278,1.400705380006226,-0.2752738567008346,-0.5782229030476785,-0.13849379857632813,0.6055838251036725,1.0017819579263534,-0.016666003133175,-2.656219133423858,-1.7196771630129297,0.4936259961595419
AT2G41040.1,0.6908787311313567,-0.38205939040145903,0.5052289278769558,-1.6991862884346007,-1.2284699270789723,-0.1073573813876867,0.39080430595150706,0.5616949913053811,0.42679002038313185,-0.2602552095257484,0.05101292866854757,1.2174807411665145,-0.07186916531225832,0.9249517077223286,-0.42492716542715225,1.8751735680597372,-1.0532675893047203,-0.4472316750633456,-0.4022080738274619,2.037606781358254,1.6041198803247474,-1.163380558809788,-0.2908513584319,-0.6016219982699995,0.07298577273394327,0.7175778095806302,0.36675855206862323,-1.9352492584503584,-1.585176248472649,0.21004656986638004
AT2G42130.1,0.962217927816347,0.1263626794284157,0.15367609598250423,-0.2937370777233217,-0.10346747374161686,-0.15365760974456316,0.8078116254352746,0.3395090028589767,-3.077579648877555,0.20622322732260656,0.38623296924846134,0.8129877720580457,0.9154477458320179,0.9895775599652832,0.31150235238219554,1.3228844299959015,-1.5892064168564688,0.6239659891371879,-0.007431467651262824,0.36136897922121775,0.8228316937602811,-1.5122574514375868,-1.5080980479014308,-0.9127025394981506,-0.6150278930939345,0.9709064596474275,0.3324380168475119,-1.454256879905637,0.08328974503178027,0.6981882344601454
AT2G46910.1,0.5906938980562012,0.18122517837271543,0.0351409607553482,-0.32270089639690297,-0.19356465862921746,0.028278871087951064,0.3817455703985727,0.56246261640442,-1.899001185296536,-0.013630535605556462,0.3949170982165325,1.310706715909265,0.863519530201624,1.0023271695139653,0.5952532730701094,1.1234499602875068,-0.808896068334655,0.3063546926433305,-0.11702242354722994,0.6939476231186656,1.051190774461011,-1.1146505200249763,-0.4125988764691289,-2.509496894229644,-1.4616696183058295,1.2463688684907723,0.4900192134056438,-1.4326093593787923,-1.5026118848448706,0.9308509066696541
AT3G10130.1,0.19390065984398533,0.0666341618475396,-0.009590526859495678,-1.460113113807038,-1.1415806748199169,0.29378711444677313,1.5968743648486312,1.6079728598044967,-0.21420846431991672,0.23829463966744546,0.11638020776646733,1.0167667376377398,0.2011682022262516,0.6422347860306689,0.12573223904907493,1.62481778362076,-1.2194391521245163,-0.17584260104608904,-0.44265718028963297,1.2778912255587347,1.1704555408844441,-0.520121294829304,-0.6001205985720898,-1.2304813095425349,-0.6339231212803085,0.9914148456065742,0.13440821987751772,-2.364668621478989,-1.4673243186514593,0.18133738890409637
AT3G23400.1,0.46001283020069106,-0.4726556698682945,-0.46681471562543847,-0.9507660373279009,-0.6638056079127357,0.4843658410358258,0.8579042857604241,1.3235319687494094,-2.0750555201383327,0.4161585689095687,0.5351915638426158,1.3066685685966477,0.7807471643910816,1.095593439868914,0.5974636727866146,1.0501376266079767,-0.9844928376334259,-0.070195080747618,-0.2901729542487367,1.1194283015373434,1.2648869039723454,-0.9381420394481786,-0.7201425536744794,-1.470139920245104,-0.5094442607043486,0.6522932755179439,0.5339668476304036,-1.8969064157312168,-1.491713767367912,0.5220965212658883
AT3G27110.1,1.5048071936268175,0.1848772232548876,-0.06091056539843507,-1.6833684677464626,-1.1957565147266003,0.12197622913852411,0.08832850557353845,0.32610287990792747,-0.7723811248762585,-0.7194322743495386,-0.10183929444675459,0.9339160477117973,0.5844277845118402,0.7163475406654732,0.1445516544241239,1.0216758593659292,-1.266929420397993,-0.3148410169887399,-0.3566744863633901,1.4697808181359924,1.2822410733493297,0.15786426208299761,-0.7606625835066344,-1.318887364853016,0.07316333438931953,2.6295717507472904,-1.5107784797806056,-1.06564623922563,0.1256382733165322,-0.23716259754230012
AT3G43540.1,1.0722479150286528,-0.4350544298672229,-0.20452933356894712,-0.3372432915100742,-0.12925340581201497,-0.13169125181362237,-0.05938830698548047,0.11233118698135444,-2.626796904628835,0.27751011850485463,0.6678627770548129,1.1152967078375144,0.6422356642086549,0.7498576462308045,0.42812143367729033,1.2932000062962303,-0.9912400761850134,0.5785543698739991,-0.02127466583840932,0.7700144704879937,1.1365832656076407,-0.4571734228574101,-0.9621048434828844,-1.5389824509850467,-0.29050799986951475,1.230945743767394,0.34672116108705714,-1.8933620160966609,-1.5658582166612953,1.22297814951824
AT3G58010.1,0.8009193993679706,-0.11105595258928747,-0.023264942187426026,-1.4965869155335307,-0.9512022960359309,0.02043590445385579,0.9032124724637103,0.697312380994599,-2.4652079083487526,0.4009447239284453,0.7551746378503718,1.2929189088817332,0.42444974500610627,0.8993679659106356,0.37636908077271364,1.6157114654202867,-1.035002805964981,-0.0007818785479235742,-0.48100454520289954,1.2881011095304105,1.0513476363568748,-0.6577058527246071,-1.0165589074382038,-0.5486970593209646,0.6491830521212942,0.5665991581900531,0.020679227653418654,-1.6298306996135177,-1.5499720255173683,0.20414492012294133
AT4G04020.1,0.7377914409148161,0.7273038203444779,0.7788299561900489,-1.4229117207430468,-0.565105421823327,-0.08145891957965366,0.8893299584311396,0.8795009806985524,-3.171557790137364,0.49698148646644136,0.1035690529946082,0.581186440031179,0.11415800323229053,0.15803374919321916,-0.17012237850762688,1.5081502369147166,-1.7425561563868075,-0.12553732487527433,0.24041476874572484,0.8191591637938579,1.427187832705059,-0.908055680956726,-0.312845214964827,-0.13374502793032164,-0.032668684752432335,0.8152579716010272,0.3686474627724101,-1.3618605961669283,-0.9427104271891452,0.32563301898392444
AT4G13200.1,0.3145229644036466,-0.1064907979207773,-0.17643856929898455,-0.7791916304721497,-0.441787313623241,0.38025513348897216,1.2572565438269234,0.9978408693963545,-2.6713725263036667,0.0065497968957932634,0.41070115004868496,0.8413951843049142,0.47729205293441346,0.3436418469081928,0.1975790341307035,0.894402479802462,-1.7904677805093427,-0.1673047643310729,-0.3804268802490544,0.8630196627332218,1.0503797646391413,0.48876785917615195,-0.11898147138117046,-0.1787805705728086,1.1172048676522517,0.8219565737321762,-0.05043890076725434,-2.323663403849934,-1.7532299602555395,0.4758087854609923
AT4G19170.1,0.8749590574435833,0.7523112208550361,-0.6691173228990345,-1.530230445023101,-1.3505835234377062,-0.6882741165434028,0.7363148823126326,0.7183224668637246,-1.2613145284523712,0.37882305301577013,0.5555035825317766,1.542314103184884,0.8618459410994642,1.096357254323362,0.43474092968826084,0.8249185183291324,-0.6299443136088856,-0.6743293014882401,0.30973661341842323,0.8297700941435533,1.3123771328717257,-1.2793901137723833,-1.2785306917709718,-0.5843672242437019,-1.9328557910392574,1.077948989518932,0.4657078450294467,-0.6698104051582368,-1.0409975398969495,0.8177936327045273
AT4G22240.1,1.0588728849830675,1.5740043237277157,1.4236897613375867,0.04717382685205248,-0.35727302123598603,-0.5693893897656116,0.6424381159301163,0.514411775528148,-1.9546343929149168,0.395580054118684,0.10321444767345944,0.09175027082837388,-0.5131741875709297,-0.6993361252736091,-0.6519081855337897,1.7186158945908487,-1.245834017416743,-0.09068726424443053,0.7898429887656557,1.3061964971232332,1.8595612566151984,-1.247114280820762,-1.0004889941736963,-0.7644549775053391,-0.4702853635362687,0.0045177779817602666,0.7814630828484368,-1.1519674323856628,-1.110649840710481,-0.48413548581611887
AT4G32770.1,1.0008196551715425,-0.13884441095551694,0.30916867031869155,-0.5123130519599515,-0.3456579581926154,1.1776760908983595,1.7247665957888,1.7953300245621897,0.34181296458903254,0.07702593743585484,0.009995656365505829,0.6564123980907037,-0.11177353278011164,0.1041963408986695,-0.3837761432704827,0.6289434187656611,-0.989337754514051,0.04786502822484976,0.01945055866941476,0.9327941212270966,1.3952383691756935,-2.134774287310865,-1.9937967176951998,-1.279901831106309,-0.5792935703865958,0.5783845727615957,0.46821007959919514,-1.5306557927347355,-1.2631318201777957,-0.004833611458521839
AT4G38970.1,0.7433041237076652,-0.2361849264719812,-0.22841656503952204,-0.35959210292349475,0.05023118199434289,0.10676289915772876,0.15556847424426654,-0.31454405048635325,-1.3954439928440812,0.5267188294222512,0.6651138771157374,1.0689420135367864,1.1994420417309801,1.2574936556963667,0.8525255966738183,0.6470439929141475,-0.6875520573112306,0.6610185996214524,0.04398271736388609,0.5344027521434882,0.6600053350867832,-0.7406640066701105,-0.9766702045366722,-1.5171201757155353,-1.1975618730944266,1.3049904307589593,0.5022316031677602,-2.9451898792640927,-1.3140450752257042,0.9332067852468051
AT5G08740.1,0.8735324643325428,-0.16626143412080738,-0.024982506867130504,-1.113638007403172,-1.336088964048675,-0.070280458878961,0.7691571133682246,0.9006953970948824,-1.77901107174476,0.011525108303241617,-0.003996567560951993,1.344330234805138,0.6702460258458911,0.8876286801683927,0.3670981931513396,1.3916079924118891,-0.8538083211255303,-0.1489183371092864,-0.4983936207250229,0.47788811424320915,1.3562882605984707,0.6176623892447455,-0.0915831670803264,-1.7421074954554043,-1.0867126513122256,1.2680681232887197,0.6241561515960906,-1.7596089769145187,-1.5231409966569627,0.638648328550924
AT5G13800.1,0.9547213214304603,0.6167109321469721,0.569361024185448,0.18974163129914973,-0.12299538894160181,0.2869185721349969,0.7619574861554943,0.744148966512136,-3.269161613491495,0.37619549297867727,0.14999047138093796,0.8107133298783372,-0.2767947188314742,-0.21014666881281385,-3.269161613491495,1.1383465742568604,-0.21819732477940712,-0.16790164665131205,0.47953177143553566,0.8264966325321782,1.026424045257668,0.01609182744590916,-0.4847225755320819,-0.13041002634950397,-0.053451780747846026,0.05428641562837627,-0.0752103103872886,-0.3601466246810292,-0.2108496366934723,-0.1524865652682921
AT5G41120.1,0.6339418646109347,0.04816517743503555,0.032042883292579594,-0.033842712454937016,-0.19743533490830797,-0.9409650734308634,-1.7105189875376976,-2.15623059961772,-1.3615834560450684,0.6269597687224708,0.624759350624287,1.0186341901990381,-0.9919978470156451,0.0939084844376469,0.1855643613734987,1.306423488001775,-0.3405048270228583,0.6435898516568139,0.11007309431276013,1.6298003169693556,1.1811689193359758,0.16432186357950151,0.3212286002730109,0.80599763359578,1.3804760201521635,-2.4932330945009724,0.06585315368581486,-0.34570966213971405,-0.2516841041750494,-0.04920332340956068
AT1G71810.1,0.9609107571243669,-0.33537388206583607,0.009421128223623893,-0.2742099564034968,0.3889117077576867,0.08413086894433378,0.5773065711768731,0.39148790571357317,-2.03537367189142,0.05691458408779038,0.4286350181742588,1.2138352241805181,0.7146760944375332,0.792294445753598,0.3756152021789174,1.3313846438128256,-0.9259464876628591,0.6048552686728864,-0.2341957849273883,0.5961294368868187,1.1914804741762126,-1.4705630458532617,-1.5214221796920537,-1.9307883451984134,-0.6994072738645787,1.1873668677627802,0.540284113455988,-1.512322383686584,-1.37649026888347,0.870452967608802
AT1G79600.1,1.5160710312803485,0.3740801491055952,0.41239316915297797,-0.814986578540341,-0.09502310524839551,-0.7299871719294987,0.3122048651408865,-0.24340694909137653,-1.9605799556115429,0.025465744328827564,0.4814734429105861,0.972386396097142,0.5997715861318613,0.5851181947287318,0.16323683293632033,1.286679734630699,-1.2106768287882896,0.36877377148785107,-0.09609411724463847,1.2091774119935523,1.6759925952646626,-0.6490284014862976,-1.1159896318478042,-1.1176935145690994,0.14244946373653267,0.8913302609270101,0.2693157029277428,-1.2805847027248118,-2.461278063854673,0.48940866815547046
AT3G07700.1,1.3887869324326123,0.6387117600797658,0.9203512377093354,-0.500274457543999,-0.3140975913027243,0.39291205177763466,0.6938752760031054,0.7205073626577132,-2.2157937386689643,0.22102154519914177,0.20574422417246852,0.8193970487628033,0.21664479917528387,-0.006404087814150944,-0.04042709464112138,1.2789553812678782,-1.225080115117591,0.2521542480480923,0.4889940140183638,1.4147583781779587,1.9397201606999284,-0.7562728098828552,-0.8119730965449701,-1.0137163142107206,-0.7309207149899416,0.08699402073270202,-0.29386546345658915,-1.5911577589621553,-1.982546207642803,-0.19699899013611227
AT3G24190.1,1.6602145516557358,0.7110919339952217,0.2576890378641792,-0.27170903987893985,0.0756391365983824,-0.7191583964366853,-1.4856474324810767,-2.445159560377344,-0.42369940310309473,-0.1094459024890961,-0.08656563275642915,1.0750166324217207,1.0067260314339088,0.844404526009035,0.623131305201519,1.2773786098787645,-1.358113275935464,0.4985739184425537,-0.12327912679175626,0.10429784179924982,0.10067902362724628,-1.0135083971046603,-1.934614357949663,-0.16174366187805297,-0.22956731858560533,1.4176369980614238,0.7351395644285365,-0.057965295590593914,-1.0457275524425014,1.0782852423835292
AT4G31390.1,0.6607628248204307,0.25519520707790805,0.262615366500265,-0.1933280184986969,-0.1023751602641085,-0.08924249454673186,0.14281536793601984,-0.02085505263766669,-4.810029235865796,0.25895610979882855,0.3454772015838999,0.5898952200359476,0.4510467574203372,0.6197588205604468,0.316304793991894,0.7687718851244916,-0.5137772595250317,0.27686613843196967,0.19634216179647426,0.6287849870906563,0.753382677774562,-0.7079211567401243,-0.36718337022471453,-0.263463771942893,-0.024250029688443725,0.7028036184791538,0.35062049016980784,-0.4350015944246673,-0.5497802796263861,0.49680779539218795
AT5G05200.1,1.3435071737861912,0.30188870058460354,0.05308317023957643,-0.6053724576810156,-0.476603661910496,-1.0036126619604582,0.684178339745998,-0.6699314967901963,-3.2105538086404657,0.12032004144886524,0.285996349207862,0.7756321273388942,-0.020440785030842738,0.4143576487892353,0.10489340000257863,1.6639156059385152,-1.0407530289141618,-0.2398483760159639,-0.03313138063571251,0.630970980191633,1.6215360022672045,-0.12382838959162278,-0.5691635105882198,-0.08139057217900535,0.05139497174168062,1.3008365014083474,0.778833883110766,-0.944874996981953,-1.6279550374752987,0.516115268593424
